"CNPJ_Companhia","Data_Referencia","Versao","ID_Documento","Quantidade_Acionistas_PF","Quantidade_Acionistas_PJ","Quantidade_Acionistas_Investidores_Institucionais","Quantidade_Acoes_Ordinarias_Circulacao","Percentual_Acoes_Ordinarias_Circulacao","Quantidade_Acoes_Preferenciais_Circulacao","Percentual_Acoes_Preferenciais_Circulacao","Quantidade_Total_Acoes_Circulacao","Percentual_Total_Acoes_Circulacao","Data_Ultima_Assembleia"
"89.850.341/0001-60","2021-01-01",3,109534,47234,394,133,268364780,29.75,0,0,268364780,29.75,"2021-04-12"
"90.076.886/0001-40","2021-01-01",4,110653,2541,61,0,3387072,47.704568,0,0,3387072,47.704568,"2021-06-14"
"90.400.888/0001-42","2021-01-01",9,111020,230961,16492,1075,362703399,9.498098,390507811,10.612,753211210,10.045,"2021-04-30"
"90.441.460/0001-48","2021-01-01",2,108830,8865,76,9,28508438,43.138155,0,0,28508438,43.138155,"2021-04-27"
"91.333.666/0001-17","2021-01-01",1,104987,13959,28,14,25408950,33.51,50414424,66.49,75823374,100,"2021-04-20"
"91.495.499/0001-00","2021-01-01",1,104842,0,3,0,0,0,0,0,0,0,"2021-04-23"
"91.669.747/0001-92","2021-01-01",1,104746,254,21,0,300101,32.84,0,0,300101,32.84,"2015-04-28"
"91.983.056/0001-69","2021-01-01",8,110604,10558,95,200,30324161,99.911719,0,0,30324161,99.911719,"2021-08-05"
"92.012.467/0001-70","2021-01-01",2,105840,9828,40,67,2567496,31.7312,8774860,76.5483,11342356,0.580037,"2021-04-30"
"92.660.570/0001-26","2021-01-01",1,105243,383,5,10,256800,11.174935,1320300,45.559,1577100,30.352,"2021-04-22"
"92.665.611/0001-77","2021-01-01",7,109519,41266,465,44,71745377,47.710187,0,0,71745377,47.710187,"2021-04-30"
"92.690.783/0001-09","2021-01-01",8,111041,93504,1007,507,90953948,11.52,698275321,88.48,789229269,72.59,"2021-04-23"
"92.693.019/0001-89","2021-01-01",2,107442,650,92,8,389333,1.699618,705145,68.775444,1094478,4.573212,"2021-08-03"
"92.702.067/0001-96","2021-01-01",11,110638,157276,4814,548,3839426,1.87,203157426,99.63,206996852,50.61,"2021-04-27"
"92.715.812/0001-31","2021-01-01",8,110916,126,216,0,3126054,32.88,150485,99.28,3276539,33.92,"2021-10-15"
"92.721.232/0001-57","2021-01-01",4,110311,224,46,1,0,0,0,0,0,0,"2021-04-26"
"92.749.225/0001-63","2021-01-01",3,106431,955,35,1,2804,1.6379,240946,71.1173,243750,47.7942,"2021-04-29"
"92.754.738/0001-62","2021-01-01",9,110477,127635,656,2200,979060006,99.02,0,0,979060006,99.02,"2021-04-29"
"92.781.335/0001-02","2021-01-01",6,110639,39259,552,9,7795474,16.784199,64925253,91.876898,72720727,62.095665,"2021-10-07"
"92.791.243/0001-03","2021-01-01",3,107316,33264,436,2,106103165,41.33,0,0,106103165,41.33,"2021-04-28"
"92.802.784/0001-90","2021-01-01",2,107127,0,9,0,0,0,0,0,0,0,"2020-06-16"
"92.934.215/0001-06","2021-01-01",4,108546,0,2,0,0,0,0,0,0,0,"2019-05-30"
"93.828.986/0001-73","2021-01-01",2,105741,575,28,0,12447,34.872384,23246,65.127616,35693,100,"2021-04-30"
"94.813.102/0001-70","2021-01-01",6,106509,6,6,0,109803922,22.222,0,0,109803922,22.222,"2021-06-07"
"95.426.862/0001-97","2021-01-01",1,105427,297,4,4,2223,0.078,1506413,63.42,1508636,28.889,"2021-04-19"
"96.298.013/0001-68","2021-01-01",6,111001,42,0,0,27100,2.1e-05,0,0,27100,2.1e-05,"2021-12-21"
"96.418.264/0218-02","2021-01-01",3,110628,27711,224,340,179211429,95.686,0,0,179211429,95.686,"2021-12-03"
"97.191.902/0001-94","2021-01-01",1,105276,429,10,0,112064,1.14,85888,6.01,197952,7.15,"2020-04-30"
"97.837.181/0001-47","2021-01-01",6,110836,17252,538,227,295712871,38.860351,0,0,295712871,38.860351,"2021-04-29"
